,ra,dec
4103,218.76343163,41.07341385
4104,215.03313713,39.9908138
4105,213.84944975,41.00170517
4106,221.17867462,39.98408035
4107,221.13819371,39.11812531
4108,219.85659039,39.14297717
4109,219.82936627,38.09621028
4110,218.75104537,40.02223721
4111,215.07206636,39.12495927
4112,218.73043798,38.10873703
4113,217.46983263,39.16076385
4114,215.14942791,37.21156658
4115,218.74146689,39.1557238
4116,219.93601323,41.92663418
4117,217.45737755,41.07603238
4118,217.44975987,41.94254902
4119,216.33313663,40.0160403
4120,217.48051254,37.24406961
4121,216.35465999,39.1496938
4122,217.46244479,40.02728125
4123,219.88023771,40.00932053
4124,216.37732335,38.10212045
4125,216.39437631,37.23570614
4126,215.11504147,38.07750485
4127,213.9585573,39.08985121
4128,216.31024463,41.06470314
4129,216.28718684,41.93105243
4130,218.77349627,41.93995797
4131,221.22872119,41.02850193
4132,219.91052181,41.06028235
4133,218.72125374,37.24218691
4134,217.47632564,38.11062543
4135,214.99472477,41.03843058
4136,220.33827188,33.87478161
4137,222.57728578,33.83934764
4138,216.91590099,33.84859027
4139,221.39780054,34.73099695
4140,220.31455253,30.91004184
4141,220.30785858,30.04345982
4142,219.16441554,30.91180609
4143,218.1106875,33.86859384
4144,218.16790565,30.0393065
4145,219.15239293,33.8772595
4146,220.32245978,31.95705851
4147,219.15507304,32.82850296
4148,219.16027862,31.9619595
4149,216.99856954,30.88701168
4150,218.12586004,32.81986339
4151,222.51339985,31.92844488
4152,215.87523443,33.82013726
4153,221.341736,31.94707179
4154,221.35847575,32.81349898
4155,220.34537813,34.74133746
4156,219.16680248,30.04523371
4157,216.94088095,32.80078216
4158,218.15646769,30.90579
4159,216.968478,31.93470619
4160,217.02273907,30.02089214
4161,220.32934359,32.82358687
4162,222.54207712,32.79463295
4163,221.3224607,30.90019147
4164,218.14098804,31.95344216
4165,219.14712084,34.74379042
4166,221.37991098,33.86456253
4167,189.90488378,1.24914218
4168,189.04010763,1.24679201
4169,190.89668206,1.25085773
4170,189.90288735,2.11554193
4171,189.89624658,4.03004813
4172,189.03768131,2.11312843
4173,190.89726069,2.11742261
4174,190.89685034,3.16523082
4175,189.90027417,3.16362387
4176,189.03426929,3.15923001
4177,191.76341753,5.08221458
4178,189.89893746,5.0781203
4179,191.76234992,5.94881925
4180,190.89476526,4.03179047
4181,191.76262627,2.11662209
4182,191.76295172,3.1668446
4183,195.48677799,5.07120519
4184,190.8951684,5.08064551
4185,194.60284716,1.25091162
4186,193.62003713,5.07990542
4187,192.74997254,2.11603422
4188,193.6164662,3.16208693
4189,193.62173431,5.94649926
4190,194.61853994,5.07465617
4191,193.61528199,2.11506482
4192,194.61521814,4.0294925
4193,192.75221687,5.94757548
4194,192.75458677,6.99455094
4195,190.89194096,6.99119495
4196,194.62664966,6.98989459
4197,193.6257542,6.9909248
4198,193.61422854,1.24845513
4199,194.60683143,2.11738218
4200,192.75178729,5.08094965
4201,192.75085926,4.0296646
4202,194.61234719,3.16294922
4203,192.75037836,3.16308637
4204,189.02938046,4.0255254
4205,189.03071522,5.07303705
4206,191.76320333,6.99474511
4207,192.74940046,1.249399
4208,191.76151749,1.25002394
4209,193.61782384,4.02863851
4210,191.76173438,4.0334112
4211,178.72558068,-20.3489742
4212,176.75873224,-19.4764083
4213,177.67944303,-18.43152644
4214,175.74853086,-16.50317094
4215,177.6721931,-20.3489815
4216,175.69258308,-20.33302116
4217,175.71914559,-18.41803253
4218,176.76791986,-18.42826644
4219,175.70478784,-19.46637026
4220,176.7500132,-20.34324158
4221,182.15589169,-10.36840097
4222,182.15403753,-9.31699835
4223,180.27358793,-10.36367123
4224,179.26105327,-10.35772382
4225,183.03046619,-9.31407062
4226,183.03505916,-10.36546842
4227,178.35362922,-13.13106607
4228,181.14753252,-13.14901113
4229,180.25958092,-13.14503133
4230,182.16178369,-13.14914588
4231,183.04505597,-12.27936215
4232,183.03936942,-11.23215238
4233,182.16005166,-12.28237358
4234,181.15637117,-9.31620067
4235,180.27993216,-9.31468919
4236,184.05308149,-11.22263932
4237,179.25632574,-11.22426509
4238,180.26522997,-12.27831149
4239,181.15021463,-12.2822512
4240,180.27079798,-11.23033691
4241,179.24828259,-12.2724882
4242,179.2414,-13.13903855
4243,181.15246921,-11.23186199
4244,182.1576608,-11.23512123
4245,187.33902314,-11.2301332
4246,188.22069289,-11.23184239
4247,229.19506509,31.94618442
4248,226.00940178,30.9054418
4249,227.01347487,31.96145069
4250,229.23363847,33.86371933
4251,224.87542171,30.020727
4252,223.84433003,30.86206721
4253,224.76933952,33.84851785
4254,225.96422064,33.86831835
4255,223.72863744,33.82021798
4256,227.00088953,34.74336444
4257,228.19193348,33.87411924
4258,227.01960983,30.04470525
4259,223.80315656,31.9075047
4260,223.87729196,29.99624494
4261,224.7941238,32.80067382
4262,223.76591995,32.77321466
4263,224.82153701,31.93458319
4264,224.85143102,30.88686784
4265,228.17573045,31.95633921
4266,226.02065304,30.03895286
4267,229.21198769,32.81262592
4268,228.18279235,32.82289274
4269,227.00845446,32.82800955
4270,228.16071533,30.04275034
4271,228.16760347,30.90931361
4272,225.9791687,32.81955958
4273,225.99411799,31.95311797
4274,227.01739582,30.91129175
4275,227.00596894,33.87679315
4276,225.94838004,34.7347635
4277,226.09629633,37.24438378
4278,225.01014935,37.23621907
4279,223.6883633,39.12576302
4280,222.57483486,39.0908724
4281,222.68043555,37.18036821
4282,227.38053759,41.0735038
4283,224.92720422,41.06528157
4284,222.46630772,41.00278374
4285,226.09239423,38.11093045
4286,223.7651569,37.21232926
4287,226.07445652,41.07638243
4288,227.36781174,40.02230491
4289,223.7310266,38.07828028
4290,224.99336672,38.10264071
4291,226.07915511,40.02760665
4292,228.44553407,38.09603182
4293,228.47312171,39.14281467
4294,229.75474349,39.11768868
4295,227.34657661,38.10879315
4296,228.49707594,40.0091468
4297,226.06713472,41.94292616
4298,223.64972012,39.99164182
4299,228.42317916,37.22965932
4300,224.97101683,39.15023203
4301,227.3579365,39.15578301
4302,226.08625481,39.16106817
4303,228.52769706,41.0601178
4304,224.94974201,40.01660426
4305,223.61167382,41.03927582
4306,227.33711547,37.24223297
4307,212.5379534,46.34822229
4308,212.57132663,45.30077205
4309,216.47224594,46.34112614
4310,211.15965969,45.26900968
4311,210.00067787,44.36205106
4312,219.1612574,46.26227552
4313,216.54983015,48.25813411
4314,213.790805,46.36242564
4315,216.50622409,47.20734315
4316,212.59668052,44.43444126
4317,211.04164622,47.18162808
4318,212.50681884,47.2144657
4319,215.23312806,47.22374752
4320,217.9695404,47.17418409
4321,213.78013476,47.22893191
4322,216.58689067,49.12433929
4323,218.04197906,48.21816396
4324,213.80079863,45.31232194
4325,209.84774671,46.27130871
4326,211.09753861,46.31610553
4327,210.92193093,49.09441723
4328,216.43323674,45.29448698
4329,219.3374406,48.17010122
4330,210.98290046,48.22889362
4331,213.7713837,48.27767646
4332,213.76015018,49.14419826
4333,216.40191944,44.42822878
4334,215.25071254,48.27490693
4335,209.93298293,45.22698874
4336,211.20905705,44.40336506
4337,215.1910742,44.44378024
4338,217.84085124,45.26421123
4339,215.20391332,45.31030361
4340,217.91149376,46.30858989
4341,213.80763129,44.44578994
4342,215.21950146,46.35725593
4343,209.68713306,48.1818835
4344,212.47218366,48.2630052
4345,215.26527449,49.14144117
4346,212.43846258,49.12924575
4347,217.7850836,44.39869093
4348,209.77166808,47.13598572
4349,223.70530718,51.64215892
4350,220.5528543,53.5000653
4351,223.68069319,53.55882682
4352,220.64450653,52.45349356
4353,225.34057605,53.55275666
4354,219.10311385,53.4432468
4355,222.12678175,55.45560511
4356,225.36174933,54.41922864
4357,226.914266,55.44813482
4358,223.63596557,56.34058429
4359,223.65213895,55.47406793
4360,220.4704318,54.36510035
4361,222.31223828,51.6275868
4362,222.2252778,53.54113555
4363,222.17957669,54.40723478
4364,220.71675221,51.58826776
4365,226.79570044,53.53157169
4366,222.27468574,52.49379967
4367,220.37929769,55.41180705
4368,218.86053353,55.35174699
4369,226.84745603,54.39758137
4370,225.38923124,55.47035803
4371,228.24210022,62.58951125
4372,232.36390701,58.83974226
4373,232.32503121,60.75635393
4374,227.1208378,58.70200778
4375,230.39642066,62.64746224
4376,226.3735703,62.51049858
4377,228.39394094,61.54389406
4378,230.69346,58.82058979
4379,226.7670038,60.60596879
4380,230.55573002,60.73359761
4381,228.78185443,58.76980859
4382,234.42387402,62.66659826
4383,228.52464503,60.67979126
4384,228.66929475,59.63424684
4385,232.27913922,62.67155227
4386,246.67158846,75.10256314999998
4387,242.83799786,74.99074409
4388,239.5648521,74.84011961
4389,241.63392133,76.88274289
4390,222.89900123,67.74853195
4391,225.62439306,65.94348302
4392,230.110167,67.95561927
4393,225.17212182,67.84969961
4394,228.05461851,66.01237205
4395,227.80867995,67.92429521
4396,225.42870855,66.80632228
4397,230.02277151,69.87078137
4398,224.64899259,69.75485505
4399,227.51304743,69.83677118
4400,223.51885077,65.85179256
4401,226.05329979,75.15442221
4402,222.68757303,75.10675161
4403,218.85458123,74.99283751
4404,223.22233858,73.19792543
4405,219.81930283,73.09673196
4406,215.58288345,74.84042866
4407,216.89236908,72.96267808999998
4408,213.04173802,62.51103239
4409,221.01429253,60.7526613
4410,217.2267257,60.73566396
4411,219.02029446,59.70900081
4412,222.97356156,62.64083323
4413,217.30673656,59.68867324
4414,221.04773516,61.61909046
4415,213.79500293,58.70280322
4416,222.86555944,61.59078967
4417,215.45584624,58.77120415
4418,219.03770482,58.84246794
4419,216.98016716,63.51523262
4420,215.34201899,59.63561505
4421,213.43835609,60.60661138
4422,214.91004655,62.59075178
4423,217.15287788,61.60149615
4424,222.78285475,60.7251627
4425,217.06419579,62.64951451
4426,218.94682377,62.67432075
4427,218.9959257,60.75908235
4428,218.97148025,61.62557928
4429,225.1305602,62.57341498
4430,215.19579918,60.68109733
4431,215.0636729,61.54516752
4432,223.0681774,63.50637677
4433,217.36729688,58.82269504
4434,214.75928177,63.45453937
4435,218.91955987,63.54081898
4436,221.12936512,63.53661837
4437,221.0915378,62.67016171
4438,220.97659077,59.70580219
4439,212.61614431,51.64409943
4440,212.60522441,52.51061962
4441,214.22649816,52.5083042
4442,217.46232986,54.35685034
4443,217.37548495,53.4918622
4444,211.08785427,54.40860449
4445,211.22313051,51.62905011
4446,214.2077384,51.64181277
4447,214.29638189,55.47279124
4448,212.55930663,55.47593047
4449,214.35031252,57.3861116
4450,209.46208103,53.50090606
4451,209.19413049,56.2774874
4452,211.13442587,53.54251569
4453,208.13948646,52.40040691
4454,209.62776306,51.58920138
4455,215.64664879,52.4881438
4456,215.70475447,53.53452008
4457,214.24966328,53.5552063
4458,215.87805994,56.31706735
4459,214.31862823,56.33929473
4460,209.37880436,54.36590889
4461,210.98247426,56.32300944
4462,207.76793091,55.35200563
4463,211.18479378,52.49524692
4464,215.82144838,55.45106585
4465,209.55472667,52.4543939
4466,209.28658014,55.4125737
4467,212.54219417,56.34244224
4468,211.03395345,55.45696583
4469,212.57391669,54.42720757
4470,217.57188747,55.40008667
4471,212.58975707,53.56071609
4472,215.60046521,51.62206494
4473,214.26998787,54.42166865
4474,208.23957038,51.53633024
4475,208.01246123,53.44363104
4476,215.75567674,54.40050902
4477,201.58154208,53.56187294
4478,200.21666363,51.62976888
4479,198.45395002,53.50104709
4480,198.54753418,52.45456115
4481,206.45333216,54.35962167
4482,204.69652366,53.53671217
4483,201.56484035,54.42835691
4484,204.81133021,55.4532904
4485,203.28624738,55.47451337
4486,203.21922191,52.5100012
4487,201.59796121,52.51178387
4488,204.5939702,51.62421413
4489,200.12621267,53.54321753
4490,196.75800636,55.35162995
4491,198.62135357,51.58940322
4492,200.07881226,54.40928644
4493,198.36984579,54.36602441
4494,197.00443121,53.44329131
4495,201.54914707,55.47708674
4496,199.9714268,56.32367086
4497,206.56185506,55.40287098
4498,200.02381592,55.45761763
4499,203.20122401,51.64350111
4500,200.1775713,52.49593368
4501,203.24139657,53.5569146
4502,198.27653828,55.41267499
4503,201.60962453,51.6452723
4504,206.36734208,53.49458641
4505,204.63939461,52.49029057
4506,203.26091772,54.42337925
4507,204.74662739,54.40273016
4508,201.53108262,56.34360504
4509,207.75985318,62.67267629
4510,201.73413761,61.54535448
4511,203.64682225,63.51615179
4512,200.47017508,58.70249728
4513,202.13082173,58.77154056
4514,205.69374509,59.71069516
4515,204.04216489,58.82376997
4516,209.36308474,59.68228766
4517,209.45464377,60.72832282
4518,209.53585611,61.59399638
4519,211.79911202,62.57748772
4520,203.73257071,62.65046503
4521,213.66598447,62.49506856
4522,205.64171675,61.62725995
4523,211.62175947,61.53563585
4524,201.86775763,60.6813331
4525,205.61513347,62.67598182
4526,207.71793489,61.62156943
4527,199.71049572,62.51047002
4528,201.42607853,63.4546182
4529,205.71252376,58.84417954
4530,205.66763375,60.76078616
4531,201.57861675,62.59088089
4532,200.11052726,60.60617893
4533,207.62142542,58.84179102
4534,209.64192933,62.64407794
4535,205.58615357,63.54247879
4536,203.8985634,60.73668199
4537,202.01566419,59.63590441
4538,203.82323733,61.60246551
4539,209.73482973,63.50965853
4540,207.79600774,63.53912348
4541,211.48329807,60.67167835
4542,207.68597021,60.7551421
4543,209.29136726,58.81650925
4544,207.65000457,59.70824912
4545,203.9802505,59.68971122
4546,212.8810645,69.87368231
4547,205.76586527,67.74800653
4548,207.8001633,68.71219032
4549,208.29842686,66.80700695
4550,210.67447795,67.92611431
4551,210.37150734,69.83845269
4552,208.03843132,67.85026113
4553,210.8187606,66.87979859
4554,206.39165944,65.85155241
4555,213.0539606,66.04200605
4556,210.92670026,66.01430928
4557,212.97588049,67.95854454
4558,205.03600495,69.64337286
4559,208.49678226,65.94425787
4560,207.50793203,69.75514513
4561,194.88575176,74.98993006
4562,192.94391361,72.95830374
4563,198.71650092,75.10654332999998
4564,195.86880793,73.09439779
4565,202.08143943,75.15658508
4566,191.61677525,74.83521987999998
4567,202.26202999,73.24026621999998
4568,199.27038132,73.19799838999998
4569,189.2701166,65.84879924
4570,193.80405015,66.01402439
4571,191.37460607,65.94264475
4572,190.90921546,67.84841153
4573,201.11192909,69.83155481
4574,193.2331535,69.83789725
4575,195.84582401,67.95938721
4576,193.54467398,67.92569099
4577,188.63730991,67.74492395
4578,191.17319981,66.80527713
4579,195.93116626,66.04287175
4580,198.60365433,69.87119276
4581,190.37035013,69.75304729
4582,195.74244697,69.8744862
4583,199.76738824,59.94016277
4584,192.54564129,58.93154304
4585,197.82510656,59.07612716
4586,192.71444228,57.88779627
4587,193.01783038,55.98267456
4588,201.42237423,59.04951101
4589,203.21530579,57.94956489
4590,205.02305513,58.92165999
4591,197.90418711,55.24433037
4592,196.33871994,56.09233883
4593,201.20826668,56.08695452
4594,201.49261401,59.91536437
4595,201.27906673,57.1332336
4596,193.14330466,55.11930317
4597,201.15236421,55.22098063
4598,199.74079328,59.07365348
4599,197.86752706,57.16093261
4600,203.10806461,57.08495427
4601,199.70949092,58.0225286
4602,199.80520435,60.98697537
4603,197.88887991,56.11084317
4604,201.58634603,60.95875126
4605,201.34144578,57.99909347
4606,196.21399135,58.00538336
4607,194.09903015,59.86603484
4608,199.63662484,55.2426482
4609,194.21764644,59.00165316
4610,199.68555128,57.15607234
4611,192.85774187,57.02496858
4612,196.1432981,59.05357164
4613,196.076311,59.91945567
4614,197.80175132,59.94262715
4615,194.56056338,56.04491775
4616,196.38812947,55.22625983
4617,203.35154038,58.99228714
4618,203.47122687,59.8566122
4619,197.84623036,58.02740607
4620,194.33771668,57.95548093
4621,194.44327696,57.09092624
4622,199.6584226,56.10914663
4623,196.27378157,57.1394603
4624,194.65246368,55.18009646
4625,196.72570851,48.91236677
4626,196.71193146,49.96245419
4627,198.2270066,48.91102929
4628,201.20096883,50.76943635
4629,198.21267245,48.04453943
4630,196.69777388,50.82892941
4631,200.98215371,47.9947019
4632,193.82355992,49.90831636
4633,192.48397075,49.85702648
4634,201.36341428,52.67833344
4635,198.32021134,53.78893603
4636,193.60404732,52.68576028
4637,201.28793784,51.81313035
4638,199.50555758,48.02774979
4639,202.47128689,49.85245998
4640,196.68497869,51.87764594
4641,195.3291388,50.81182159
4642,195.44242845,48.0320769
4643,193.9612033,47.99611184
4644,195.4102921,48.89831684
4645,193.67985746,51.82054689
4646,202.56522627,50.71679826
4647,192.39045319,50.72120607
4648,199.72411395,52.72342846
4649,195.24195186,52.72637589
4650,199.78305623,53.76720893
4651,196.66988827,52.74414091
4652,198.24445881,49.95795571
4653,192.28433835,51.76654347
4654,201.04796033,48.85999036
4655,199.62831796,50.80658458
4656,195.3681372,49.94567353
4657,195.28464483,51.86025392
4658,201.13160477,49.90407576
4659,198.27967807,51.87557867
4660,199.67997498,51.8572954
4661,198.25979096,50.82443669
4662,202.68331165,51.75932205
4663,192.58878347,48.81324685
4664,199.54227715,48.89392301
4665,192.67174919,47.94874311
4666,193.75456996,50.77357525
4667,199.58819482,49.9404569
4668,193.90036122,48.86153789
4669,196.73540111,48.04584785
4670,198.29620856,52.7420887
4671,194.02117634,45.53016114
4672,196.60234931,44.58789422
4673,195.33063438,43.58513922
4674,194.06048058,46.57416961
4675,188.78134839,44.63456305
4676,196.38172031,41.63416231
4677,187.70286157,42.68093607
4678,190.17551634,44.66558474
4679,193.87440858,40.83377946
4680,192.77597324,44.67778807
4681,195.38900587,44.62937166
4682,193.99193981,44.6638944
4683,190.28322026,40.83699139
4684,191.40998435,42.7642468
4685,192.80265445,46.59115363
4686,192.74127703,41.71325812
4687,187.7751153,41.63632199
4688,187.5679771,44.59209114
4689,191.41947588,41.71417385
4690,195.18004824,40.80903674
4691,190.23232524,42.75077983
4692,192.73166615,40.8467347
4693,190.26126498,41.70332075
4694,192.75282869,42.76019582
4695,188.83037567,43.58717276
4696,190.20524752,43.61704546
4697,195.22578508,41.67474286
4698,187.83266463,40.77115665
4699,195.50449983,46.5427532
4700,191.4260524,40.84765952
4701,188.93118992,41.67429272
4702,191.39149022,44.67940811
4703,193.9573474,43.61302751
4704,190.14636689,45.53183864
4705,191.38086933,45.54589267
4706,196.75948099,46.49866452
4707,191.37072249,46.59172839
4708,195.2836164,42.71935212
4709,188.72960549,45.50022329
4710,196.45904997,42.67922224
4711,193.93041595,42.74676693
4712,190.11274573,46.57550584
4713,187.63834069,43.54588617
4714,188.87817739,42.72151953
4715,188.97349725,40.80854428
4716,193.89943999,41.70007962
4717,192.76291249,43.62666424
4718,192.78666671,45.54429725
4719,195.43928525,45.49504744
4720,191.39978201,43.63072253
4721,189.57297917,58.00017962
4722,189.652565,59.05057665
4723,191.70018598,59.85835529
4724,189.81377231,60.95982427
4725,186.03064601,59.94243805
4726,187.99630994,59.94063967
4727,184.37351354,59.05285489
4728,189.44214341,56.08802417
4729,187.91813839,57.15659393
4730,189.72161708,59.91642532
4731,192.92620072,57.02024667
4732,182.44801525,59.00026577
4733,182.8874158,55.17897198
4734,191.11732365,55.17876815
4735,189.3871726,55.2220407
4736,186.13896051,55.24428746
4737,181.37831206,55.11766913
4738,186.10013123,57.16083667
4739,186.0777635,58.0272887
4740,187.94102237,58.02304742
4741,187.8922147,56.1096896
4742,193.25334217,58.92394967
4743,184.44555631,58.00473174
4744,184.30531856,59.91869247
4745,182.56942455,57.95418817
4746,186.00364967,60.98826754
4747,184.57259902,56.091737
4748,182.79453304,56.04373891
4749,187.97090536,59.0741505
4750,187.87136668,55.24320009
4751,184.62293403,55.22568426
4752,182.67600025,57.08970058
4753,191.34067305,57.08664191
4754,188.03261953,60.98744505
4755,191.58172428,58.99400319
4756,181.09070591,57.02319816
4757,191.21523719,56.04341771
4758,181.25192205,55.98098784
4759,186.12271725,56.11077566
4760,193.07015735,57.88320639
4761,180.77624448,58.92959812
4762,191.44685693,57.95126994
4763,184.50645196,57.13883381
4764,189.51168427,57.13429847
4765,186.05523359,59.07597418
4766,189.24989619,51.85826122
4767,186.25493127,51.87772671
4768,182.0555269,49.8559057
4769,192.3553009,52.62530263
4770,183.24984708,51.81973657
4771,186.26857728,50.82905257
4772,189.15962674,49.94144903
4773,187.88847493,53.78947058
4774,189.1990711,50.80756402
4775,189.29332559,52.72438292
4776,184.89987217,50.81153454
4777,187.8305711,50.82501433
4778,183.32538695,50.77280814
4779,181.96134995,50.7200411
4780,187.84962478,51.87612015
4781,187.81594957,49.95856869
4782,187.86544824,52.74262771
4783,184.75967696,53.76949078
4784,192.25332927,51.76118745
4785,189.35135937,53.7681822
4786,182.24462272,47.94772009
4787,190.55500287,47.99610249
4788,190.7717601,50.77089561
4789,181.85442125,51.76531661
4790,186.22276248,53.79003721
4791,191.02985925,53.72689146
4792,192.4872388,53.66992147
4793,190.93266872,52.67979186
4794,184.93954926,49.94540938
4795,189.1144823,48.89491768
4796,187.79922446,48.91163962
4797,185.01517841,48.03187054
4798,186.30822003,48.04603076
4799,189.07837225,48.02874278
4800,183.53400258,47.99548154
4801,182.16108324,48.81218014
4802,183.47257473,48.8608403
4803,187.78551486,48.04513946
4804,184.98246649,48.89808322
4805,190.62021536,48.86142147
4806,186.29791596,48.91253375
4807,184.81115949,52.72600883
4808,192.04280018,49.85431885
4809,183.39502782,49.90758804
4810,186.28338222,49.96258899
4811,190.7030469,49.90552042
4812,190.85790195,51.81458686
4813,186.2391001,52.74419775
4814,192.13604413,50.71865919
4815,184.85456851,51.85992082
4816,183.54016991,47.21419597
4817,189.00270556,47.17883338
4818,184.77617369,50.19076114
4819,189.13369522,49.08831116
4820,189.21252568,50.13576042
4821,186.26624884,47.22592164
4822,188.82361472,44.40330398
4823,186.28164758,48.27703575
4824,180.71868272,48.17901267
4825,186.25437495,46.35945437
4826,187.61591199,49.12764219
4827,183.5730371,46.34799331
4828,187.44040913,44.43158679
4829,190.27273766,47.13286467
4830,184.81334416,47.22980384
4831,190.36851873,48.175973
4832,182.01424941,48.22719889
4833,187.58070665,48.26144234
4834,190.55859015,50.08586554
4835,186.22958774,44.4460286
4836,182.24787773,44.40197201
4837,181.87563287,50.13629608
4838,187.47011009,45.29783448
4839,183.60837956,45.30059843
4840,183.63531221,44.43431495
4841,181.03966835,44.35957134
4842,184.84620963,44.44677223
4843,180.8831361,46.26866057
4844,188.87776636,45.26883123
4845,184.83777101,45.31327434
4846,180.9703987,45.22443882
4847,190.19620988,46.26805559
4848,184.82576491,46.36334074
4849,183.50332838,48.26265653
4850,190.45146134,49.04057795
4851,187.53930944,47.21065141
4852,182.07514864,47.1800331
4853,189.07296626,48.22283059
4854,184.80242327,48.27847546
4855,184.78929633,49.14493932
4856,182.13275919,46.31457221
4857,182.19689363,45.26755075
4858,187.50706837,46.34445637
4859,188.94636449,46.31323836
4860,187.66306126,50.17154613
4861,183.42604722,50.17240793
4862,186.31310126,50.19037453
4863,190.10412404,45.22340409
4864,186.29432122,49.14352911
4865,186.2408138,45.31253027
4866,180.80535922,47.13324047
4867,188.68450694,35.56113187
4868,188.70020442,37.47874572
4869,189.76600224,36.41721475
4870,185.18713546,35.53134938
4871,188.67672359,34.51420045
4872,192.07538233,36.3650004
4873,185.15310934,36.39724996
4874,187.47255556,35.56490882
4875,190.89540995,33.61957385
4876,192.13041828,37.40915952
4877,191.12166012,39.35514775
4878,192.23879752,39.32120273
4879,184.21723825,33.58858874
4880,186.40966877,35.55414236
4881,185.2546632,33.61787707
4882,187.47927289,34.51484279
4883,185.22458183,34.48382987
4884,189.78983942,37.46819693
4885,191.04220877,37.44107962
4886,187.48370245,33.6483264
4887,186.37005029,37.46908264
4888,187.45967653,37.48006159
4889,191.00187113,36.39653454
4890,184.17648715,34.45417674
4891,184.07980791,36.36473617
4892,190.96912951,35.53048867
4893,186.39034303,36.42047061
4894,191.0767264,38.30705515
4895,185.1204258,37.44487862
4896,187.46506098,36.43137971
4897,188.69132986,36.42760563
4898,192.03091313,35.49937707
4899,190.9280124,34.48554055
4900,184.03223167,37.41143783
4901,189.74738413,35.55086086
4902,189.72600685,34.50410195
4903,186.44514047,33.64020687
4904,188.67009395,33.64767025
4905,186.42991866,34.50660413
4906,189.83707549,39.37866573
4907,189.70859951,33.63771017
4908,188.71846669,39.39210061
4909,192.17770406,38.27469355
4910,189.80981083,38.33455414
4911,178.60429194,69.87369657
4912,181.34315273,67.95445485
4913,174.04813638,66.80219446
4914,178.76960714,66.90867918
4915,171.50919558,67.74050964
4916,183.36710762,66.00880339
4917,176.56748723,66.87764222
4918,173.78024842,67.84515694
4919,181.39540545,68.82084204
4920,181.28546574,66.90762326
4921,178.71598728,67.95867874
4922,175.92626135,70.70052121
4923,176.41521753,67.92381625
4924,178.80841433,66.04220872
4925,173.53499175,68.70685018
4926,176.681547,66.01228964
4927,183.97426134,69.8335445
4928,183.64366882,67.91935356
4929,181.24069726,66.04120437
4930,174.25252553,65.93967231
4931,173.2333823,69.74947337
4932,181.46550294,69.87187469
4933,176.09547877,69.83580968
4934,186.27671953,67.84231778
4935,183.78528631,68.78436848
4936,170.7633942,69.63510603
4937,178.54286807,70.74007454
4938,176.27369368,68.78880967
4939,185.13891481,62.58238455
4940,183.18965445,64.55588517
4941,177.16677772,61.60062639
4942,178.92129854,63.54206461
4943,178.95417197,62.6756167
4944,178.98510568,61.62696506
4945,181.17713739,64.58738861
4946,187.00635621,62.50157968
4947,185.29233679,63.44605616
4948,182.98110071,62.64712757
4949,174.9184347,62.58709806
4950,183.070227,63.51277421
4951,173.0510455,62.50509803
4952,176.98227285,63.51408571
4953,175.21516656,60.67788894
4954,179.04431672,59.71047113
4955,175.48496803,58.76834844
4956,177.24546018,60.73494304
4957,177.33096374,59.68806415
4958,173.27342105,61.46285811
4959,179.06607743,58.84399311
4960,181.06133482,61.62304209
4961,181.03278986,60.75661318
4962,184.96577615,61.54039241
4963,184.8306024,60.67634078
4964,175.36687612,59.63260349
4965,173.82471628,58.6979174
4966,175.07823649,61.54174078
4967,181.00066251,59.70970579
4968,182.8015444,60.73126873
4969,179.01440605,60.76052923
4970,177.3959172,58.8221811
4971,181.09886236,62.67412545
4972,173.45852034,60.60125389
4973,181.13114358,63.54058849
4974,182.87934913,61.59699212
4975,180.97505626,58.84321906
4976,177.0718386,62.64849344
4977,184.54477933,55.40579605
4978,181.1922233,51.64409376
4979,179.60065285,51.64470007
4980,184.43868029,54.36248966
4981,186.06314789,55.34517498
4982,184.63743686,56.2706746
4983,176.5371596,52.45179956
4984,176.61268744,51.58670134
4985,181.24603794,54.42394951
4986,182.73181507,54.40436305
4987,182.79411413,55.45494598
4988,178.16693193,52.49434817
4989,181.31601394,57.38840613
4990,182.91933021,57.36463445
4991,181.22842618,53.55750409
4992,178.00674032,55.45583219
4993,178.20777482,51.62821752
4994,181.20846158,52.51057811
4995,179.53188694,55.47638583
4996,181.28817631,56.34156331
4997,176.44140298,53.49818457
4998,176.35541815,54.3630878
4999,176.2597169,55.40964268
5000,181.26896068,55.47506128
5001,185.80422954,53.4395829
5002,182.84774666,56.32097237
5003,182.62867353,52.49188659
5004,182.68362224,53.53833529
5005,182.58498021,51.62580541
5006,184.35454994,53.49742226
5007,179.55001332,54.42770681
5008,178.06412934,54.40755864
5009,179.58727575,52.51120942
5010,179.56863539,53.56125978
5011,178.11342404,53.54155296
5012,191.63960503,37.2475002
5013,189.30874111,37.21316131
5014,194.01318542,39.14816944
5015,190.488778,40.0184649
5016,191.61152492,41.07926615
5017,189.14909043,41.03977362
5018,196.65842028,42.90958319
5019,194.08883874,41.93173962
5020,195.42448766,41.90050178
5021,192.93986678,42.99104564
5022,188.0039032,41.00217788
5023,192.91749776,41.07764771
5024,192.90657239,40.02651032
5025,195.20725622,37.21367828
5026,192.89810955,39.16004701
5027,195.38274503,41.03467125
5028,194.06456247,41.06540527
5029,189.05483905,42.94972618
5030,191.60266891,41.94575151
5031,192.92634584,41.94418121
5032,192.88844503,38.11310403
